epoch,train_acc,val_acc
1,14.285714285714285,50.0
2,42.857142857142854,50.0
3,28.57142857142857,50.0
4,28.57142857142857,50.0
5,28.57142857142857,50.0
6,42.857142857142854,50.0
7,42.857142857142854,50.0
8,28.57142857142857,50.0
9,57.14285714285714,50.0
10,57.14285714285714,50.0
11,42.857142857142854,50.0
12,71.42857142857143,50.0
13,57.14285714285714,50.0
14,57.14285714285714,50.0
15,42.857142857142854,50.0
